request_id,runtime_request_id,npu_id,sequence,original_sequence,total_tokens_k,total_tokens,nql,hit_tokens,arrival_ms,per_layer_compute_ms,per_layer_read_GiB,per_layer_SSU0_read_GiB,per_layer_SSU1_read_GiB,per_layer_SSU2_read_GiB
210,210,10,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0281982421875,0.0362548828125,0.03759765625
211,211,10,11,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0347442626953125,0.0334014892578125,0.033905029296875
212,212,10,12,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.05169677734375,0.05975341796875,0.0577392578125
213,213,10,13,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0569000244140625,0.060089111328125,0.0522003173828125
214,214,10,14,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0501861572265625,0.058074951171875,0.0582427978515625
215,215,10,15,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0468292236328125,0.061767578125,0.0579071044921875
216,216,10,16,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.069488525390625,0.06982421875,0.072845458984375
217,217,10,17,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.067138671875,0.073516845703125,0.071502685546875
218,218,10,18,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.064117431640625,0.0720062255859375,0.0733489990234375
219,219,10,19,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.068145751953125,0.0751953125,0.066131591796875
220,220,11,0,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0107421875,0.014434814453125,0.015106201171875
221,221,11,1,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0122528076171875,0.0149383544921875,0.013092041015625
222,222,11,2,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.01141357421875,0.0147705078125,0.01141357421875
223,223,11,3,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0139312744140625,0.0120849609375,0.0115814208984375
224,224,11,4,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0281982421875,0.025848388671875,0.029205322265625
225,225,11,5,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.023834228515625,0.029541015625,0.029876708984375
226,226,11,6,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.026519775390625,0.0283660888671875,0.0256805419921875
227,227,11,7,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.027191162109375,0.028533935546875,0.02484130859375
228,228,11,8,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0367584228515625,0.033905029296875,0.0340728759765625
229,229,11,9,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.033905029296875,0.03289794921875,0.037933349609375
230,230,11,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0335693359375,0.0323944091796875,0.0360870361328125
231,231,11,11,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0310516357421875,0.0335693359375,0.0374298095703125
232,232,11,12,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0537109375,0.061431884765625,0.054046630859375
233,233,11,13,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.05169677734375,0.0619354248046875,0.0555572509765625
234,234,11,14,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0532073974609375,0.0575714111328125,0.05572509765625
235,235,11,15,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.054718017578125,0.0552215576171875,0.0565643310546875
236,236,11,16,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0684814453125,0.07183837890625,0.07183837890625
237,237,11,17,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.061767578125,0.0790557861328125,0.0713348388671875
238,238,11,18,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.066131591796875,0.065460205078125,0.077880859375
239,239,11,19,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.066131591796875,0.0736846923828125,0.0696563720703125
240,240,12,0,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.012420654296875,0.013427734375,0.014434814453125
241,241,12,1,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0119171142578125,0.0152740478515625,0.013092041015625
242,242,12,2,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0122528076171875,0.0125885009765625,0.01275634765625
243,243,12,3,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0107421875,0.0139312744140625,0.0129241943359375
244,244,12,4,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0260162353515625,0.0287017822265625,0.028533935546875
245,245,12,5,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0270233154296875,0.027862548828125,0.0283660888671875
246,246,12,6,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0255126953125,0.0283660888671875,0.0266876220703125
247,247,12,7,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.024505615234375,0.0281982421875,0.027862548828125
248,248,12,8,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0320587158203125,0.0394439697265625,0.033233642578125
249,249,12,9,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0323944091796875,0.037261962890625,0.0350799560546875
250,250,12,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.033233642578125,0.0337371826171875,0.0350799560546875
251,251,12,11,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.032562255859375,0.0354156494140625,0.0340728759765625
252,252,12,12,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0579071044921875,0.053375244140625,0.0579071044921875
253,253,12,13,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.05303955078125,0.0558929443359375,0.0602569580078125
254,254,12,14,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0538787841796875,0.0545501708984375,0.058074951171875
255,255,12,15,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0548858642578125,0.0575714111328125,0.054046630859375
256,256,12,16,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.065460205078125,0.0740203857421875,0.0726776123046875
257,257,12,17,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0696563720703125,0.074188232421875,0.0683135986328125
258,258,12,18,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0649566650390625,0.06915283203125,0.0753631591796875
259,259,12,19,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0709991455078125,0.0673065185546875,0.0711669921875
260,260,13,0,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0119171142578125,0.015106201171875,0.0132598876953125
261,261,13,1,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.012420654296875,0.015106201171875,0.01275634765625
262,262,13,2,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0125885009765625,0.0122528076171875,0.01275634765625
263,263,13,3,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0120849609375,0.0122528076171875,0.0132598876953125
264,264,13,4,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0255126953125,0.0307159423828125,0.0270233154296875
265,265,13,5,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0273590087890625,0.0310516357421875,0.02484130859375
266,266,13,6,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0228271484375,0.0287017822265625,0.0290374755859375
267,267,13,7,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0255126953125,0.02618408203125,0.02886962890625
268,268,13,8,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.03021240234375,0.0367584228515625,0.0377655029296875
269,269,13,9,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.03558349609375,0.0367584228515625,0.0323944091796875
270,270,13,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0323944091796875,0.038604736328125,0.0310516357421875
271,271,13,11,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.032562255859375,0.034912109375,0.034576416015625
272,272,13,12,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0532073974609375,0.0579071044921875,0.058074951171875
273,273,13,13,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0592498779296875,0.056060791015625,0.0538787841796875
274,274,13,14,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0515289306640625,0.0577392578125,0.0572357177734375
275,275,13,15,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0491790771484375,0.0629425048828125,0.05438232421875
276,276,13,16,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0730133056640625,0.068817138671875,0.0703277587890625
277,277,13,17,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0684814453125,0.072509765625,0.0711669921875
278,278,13,18,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0649566650390625,0.074188232421875,0.0703277587890625
279,279,13,19,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.06378173828125,0.0726776123046875,0.0730133056640625
280,280,14,0,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.013763427734375,0.0142669677734375,0.0122528076171875
281,281,14,1,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0135955810546875,0.0156097412109375,0.011077880859375
282,282,14,2,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0125885009765625,0.0125885009765625,0.012420654296875
283,283,14,3,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0135955810546875,0.013763427734375,0.0102386474609375
284,284,14,4,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.029205322265625,0.0250091552734375,0.0290374755859375
285,285,14,5,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.026519775390625,0.0280303955078125,0.0287017822265625
286,286,14,6,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0216522216796875,0.0334014892578125,0.0255126953125
287,287,14,7,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.02618408203125,0.0263519287109375,0.0280303955078125
288,288,14,8,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.03155517578125,0.0374298095703125,0.0357513427734375
289,289,14,9,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0293731689453125,0.039947509765625,0.0354156494140625
290,290,14,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0330657958984375,0.0303802490234375,0.038604736328125
291,291,14,11,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0293731689453125,0.035919189453125,0.0367584228515625
292,292,14,12,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0542144775390625,0.0602569580078125,0.054718017578125
293,293,14,13,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0550537109375,0.058074951171875,0.056060791015625
294,294,14,14,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0501861572265625,0.0562286376953125,0.060089111328125
295,295,14,15,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.050689697265625,0.0562286376953125,0.0595855712890625
296,296,14,16,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.066802978515625,0.0736846923828125,0.0716705322265625
297,297,14,17,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.06646728515625,0.0736846923828125,0.0720062255859375
298,298,14,18,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0693206787109375,0.070831298828125,0.0693206787109375
299,299,14,19,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.061431884765625,0.0738525390625,0.074188232421875
300,300,15,0,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0107421875,0.0147705078125,0.0147705078125
301,301,15,1,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.014434814453125,0.013092041015625,0.01275634765625
302,302,15,2,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0112457275390625,0.015106201171875,0.0112457275390625
303,303,15,3,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.011749267578125,0.0122528076171875,0.0135955810546875
304,304,15,4,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0255126953125,0.0300445556640625,0.0276947021484375
305,305,15,5,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.025848388671875,0.029876708984375,0.02752685546875
306,306,15,6,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.023834228515625,0.0260162353515625,0.0307159423828125
307,307,15,7,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.029541015625,0.0255126953125,0.0255126953125
308,308,15,8,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0334014892578125,0.035247802734375,0.0360870361328125
309,309,15,9,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0310516357421875,0.0397796630859375,0.033905029296875
310,310,15,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0334014892578125,0.0347442626953125,0.033905029296875
311,311,15,11,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.032562255859375,0.035919189453125,0.0335693359375
312,312,15,12,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0491790771484375,0.0626068115234375,0.057403564453125
313,313,15,13,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0548858642578125,0.05706787109375,0.0572357177734375
314,314,15,14,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0511932373046875,0.05975341796875,0.0555572509765625
315,315,15,15,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.052032470703125,0.056732177734375,0.0577392578125
316,316,15,16,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0676422119140625,0.069488525390625,0.0750274658203125
317,317,15,17,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.070159912109375,0.0693206787109375,0.0726776123046875
318,318,15,18,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0652923583984375,0.0738525390625,0.0703277587890625
319,319,15,19,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.06915283203125,0.071502685546875,0.068817138671875
320,320,16,0,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0122528076171875,0.01409912109375,0.0139312744140625
321,321,16,1,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.012420654296875,0.01275634765625,0.015106201171875
322,322,16,2,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0109100341796875,0.0156097412109375,0.011077880859375
323,323,16,3,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0129241943359375,0.012420654296875,0.0122528076171875
324,324,16,4,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0273590087890625,0.0293731689453125,0.026519775390625
325,325,16,5,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0246734619140625,0.0287017822265625,0.029876708984375
326,326,16,6,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0255126953125,0.029205322265625,0.025848388671875
327,327,16,7,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0250091552734375,0.0253448486328125,0.03021240234375
328,328,16,8,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.033233642578125,0.0389404296875,0.032562255859375
329,329,16,9,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.034576416015625,0.035919189453125,0.03424072265625
330,330,16,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0330657958984375,0.034576416015625,0.0344085693359375
331,331,16,11,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.03558349609375,0.0337371826171875,0.0327301025390625
332,332,16,12,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.05035400390625,0.05975341796875,0.05908203125
333,333,16,13,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0525360107421875,0.054046630859375,0.0626068115234375
334,334,16,14,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.051361083984375,0.059417724609375,0.05572509765625
335,335,16,15,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0538787841796875,0.05841064453125,0.0542144775390625
336,336,16,16,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.061431884765625,0.0738525390625,0.076873779296875
337,337,16,17,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.072845458984375,0.0740203857421875,0.0652923583984375
338,338,16,18,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0679779052734375,0.0756988525390625,0.0657958984375
339,339,16,19,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0602569580078125,0.0770416259765625,0.072174072265625
340,340,17,0,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0147705078125,0.0132598876953125,0.0122528076171875
341,341,17,1,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0139312744140625,0.014434814453125,0.0119171142578125
342,342,17,2,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.01275634765625,0.010406494140625,0.014434814453125
343,343,17,3,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0115814208984375,0.013092041015625,0.0129241943359375
344,344,17,4,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.029205322265625,0.0300445556640625,0.0240020751953125
345,345,17,5,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.028533935546875,0.030548095703125,0.024169921875
346,346,17,6,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0260162353515625,0.0260162353515625,0.028533935546875
347,347,17,7,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0260162353515625,0.0297088623046875,0.02484130859375
348,348,17,8,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0330657958984375,0.034576416015625,0.0370941162109375
349,349,17,9,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.03155517578125,0.0362548828125,0.03692626953125
350,350,17,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.033905029296875,0.0330657958984375,0.0350799560546875
351,351,17,11,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0340728759765625,0.0387725830078125,0.029205322265625
352,352,17,12,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0537109375,0.0619354248046875,0.0535430908203125
353,353,17,13,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0532073974609375,0.0622711181640625,0.0537109375
354,354,17,14,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0511932373046875,0.056060791015625,0.0592498779296875
355,355,17,15,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0572357177734375,0.0582427978515625,0.051025390625
356,356,17,16,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.06243896484375,0.0777130126953125,0.0720062255859375
357,357,17,17,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0709991455078125,0.0703277587890625,0.070831298828125
358,358,17,18,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.07720947265625,0.06982421875,0.06243896484375
359,359,17,19,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0629425048828125,0.0716705322265625,0.074859619140625
360,360,18,0,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.012420654296875,0.013763427734375,0.01409912109375
361,361,18,1,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0147705078125,0.0139312744140625,0.0115814208984375
362,362,18,2,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0119171142578125,0.0099029541015625,0.015777587890625
363,363,18,3,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0107421875,0.0146026611328125,0.0122528076171875
364,364,18,4,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.02349853515625,0.02886962890625,0.0308837890625
365,365,18,5,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0280303955078125,0.029205322265625,0.0260162353515625
366,366,18,6,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0236663818359375,0.029876708984375,0.0270233154296875
367,367,18,7,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.021820068359375,0.0317230224609375,0.0270233154296875
368,368,18,8,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.03289794921875,0.033905029296875,0.037933349609375
369,369,18,9,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.034576416015625,0.04095458984375,0.029205322265625
370,370,18,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.035247802734375,0.0313873291015625,0.0354156494140625
371,371,18,11,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.033905029296875,0.037261962890625,0.0308837890625
372,372,18,12,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0501861572265625,0.0577392578125,0.0612640380859375
373,373,18,13,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0511932373046875,0.0605926513671875,0.057403564453125
374,374,18,14,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.049346923828125,0.0626068115234375,0.0545501708984375
375,375,18,15,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0532073974609375,0.0612640380859375,0.052032470703125
376,376,18,16,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0703277587890625,0.0716705322265625,0.070159912109375
377,377,18,17,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0669708251953125,0.0703277587890625,0.074859619140625
378,378,18,18,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0657958984375,0.0750274658203125,0.0686492919921875
379,379,18,19,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.06243896484375,0.0750274658203125,0.0720062255859375
380,380,19,0,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0112457275390625,0.013427734375,0.0156097412109375
381,381,19,1,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.011077880859375,0.01544189453125,0.013763427734375
382,382,19,2,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0125885009765625,0.011077880859375,0.0139312744140625
383,383,19,3,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.011749267578125,0.0125885009765625,0.0132598876953125
384,384,19,4,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0228271484375,0.031890869140625,0.028533935546875
385,385,19,5,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.02685546875,0.028533935546875,0.027862548828125
386,386,19,6,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0255126953125,0.0273590087890625,0.0276947021484375
387,387,19,7,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0250091552734375,0.0255126953125,0.0300445556640625
388,388,19,8,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0303802490234375,0.03826904296875,0.0360870361328125
389,389,19,9,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0337371826171875,0.0360870361328125,0.034912109375
390,390,19,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0347442626953125,0.0335693359375,0.0337371826171875
391,391,19,11,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0323944091796875,0.0335693359375,0.0360870361328125
392,392,19,12,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0511932373046875,0.0605926513671875,0.057403564453125
393,393,19,13,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.0548858642578125,0.05303955078125,0.0612640380859375
394,394,19,14,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0538787841796875,0.054046630859375,0.0585784912109375
395,395,19,15,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0468292236328125,0.0605926513671875,0.05908203125
396,396,19,16,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.0656280517578125,0.0709991455078125,0.075531005859375
397,397,19,17,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.068145751953125,0.0733489990234375,0.0706634521484375
398,398,19,18,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0642852783203125,0.0770416259765625,0.068145751953125
399,399,19,19,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0676422119140625,0.0689849853515625,0.072845458984375
400,400,20,0,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.011749267578125,0.0135955810546875,0.0149383544921875
401,401,20,1,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.0109100341796875,0.01544189453125,0.0139312744140625
402,402,20,2,2,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0120849609375,0.0122528076171875,0.0132598876953125
403,403,20,3,3,32,32768,4096,28672,0.0,28.592841995880782,0.03759765625,0.0132598876953125,0.0125885009765625,0.011749267578125
404,404,20,4,4,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0253448486328125,0.0283660888671875,0.029541015625
405,405,20,5,5,64,65536,2048,63488,0.0,25.106517917176127,0.083251953125,0.0266876220703125,0.0266876220703125,0.029876708984375
406,406,20,6,6,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0236663818359375,0.029541015625,0.0273590087890625
407,407,20,7,7,64,65536,4096,61440,0.0,50.06766996068876,0.08056640625,0.0266876220703125,0.0260162353515625,0.027862548828125
408,408,20,8,8,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.03155517578125,0.03826904296875,0.034912109375
409,409,20,9,9,80,81920,2048,79872,0.0,30.475232543852318,0.104736328125,0.0357513427734375,0.035247802734375,0.0337371826171875
410,410,20,10,10,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.029205322265625,0.0387725830078125,0.0340728759765625
411,411,20,11,11,80,81920,4096,77824,0.0,60.80510334800196,0.10205078125,0.0308837890625,0.0354156494140625,0.0357513427734375
412,412,20,12,12,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.054718017578125,0.05438232421875,0.060089111328125
413,413,20,13,13,128,131072,2048,129024,0.0,46.58135868432481,0.169189453125,0.05169677734375,0.056396484375,0.06109619140625
414,414,20,14,14,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0478363037109375,0.054718017578125,0.0639495849609375
415,415,20,15,15,128,131072,4096,126976,0.0,93.01732520235409,0.16650390625,0.0528717041015625,0.05841064453125,0.0552215576171875
416,416,20,16,16,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.068145751953125,0.072509765625,0.071502685546875
417,417,20,17,17,160,163840,2048,161792,0.0,57.31877271428324,0.212158203125,0.067474365234375,0.0770416259765625,0.0676422119140625
418,418,20,18,18,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0642852783203125,0.071502685546875,0.0736846923828125
419,419,20,19,19,160,163840,4096,159744,0.0,114.4921718038388,0.20947265625,0.0679779052734375,0.0652923583984375,0.076202392578125
420,420,21,0,0,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.01409912109375,0.0147705078125,0.01141357421875
421,421,21,1,1,32,32768,2048,30720,0.0,14.369102622125,0.040283203125,0.013427734375,0.0135955810546875,0.0132598876953125
