npu_id,fifo_position,request_id,original_request_id,original_fifo_id,role
23,26,23000026,23000008,23000008,B
23,27,23000027,23000006,23000006,A
23,28,23000028,23000026,23000026,B
23,29,23000029,23000020,23000020,B
23,30,23000030,23000019,23000019,B
23,31,23000031,23000001,23000001,B
23,32,23000032,23000018,23000018,A
24,0,24000000,24000016,24000016,B
24,1,24000001,24000005,24000005,B
24,2,24000002,24000010,24000010,B
24,3,24000003,24000028,24000028,B
24,4,24000004,24000002,24000002,B
24,5,24000005,24000009,24000009,A
24,6,24000006,24000032,24000032,B
24,7,24000007,24000013,24000013,B
24,8,24000008,24000022,24000022,B
24,9,24000009,24000023,24000023,B
24,10,24000010,24000006,24000006,A
24,11,24000011,24000014,24000014,B
24,12,24000012,24000015,24000015,A
24,13,24000013,24000011,24000011,B
24,14,24000014,24000008,24000008,B
24,15,24000015,24000026,24000026,B
24,16,24000016,24000019,24000019,B
24,17,24000017,24000018,24000018,A
24,18,24000018,24000025,24000025,B
24,19,24000019,24000020,24000020,B
24,20,24000020,24000029,24000029,B
24,21,24000021,24000007,24000007,B
24,22,24000022,24000017,24000017,B
24,23,24000023,24000031,24000031,B
24,24,24000024,24000027,24000027,A
24,25,24000025,24000001,24000001,B
24,26,24000026,24000021,24000021,A
24,27,24000027,24000004,24000004,B
24,28,24000028,24000012,24000012,A
24,29,24000029,24000024,24000024,A
24,30,24000030,24000003,24000003,A
24,31,24000031,24000030,24000030,A
24,32,24000032,24000000,24000000,A
25,0,25000000,25000005,25000005,B
25,1,25000001,25000030,25000030,A
25,2,25000002,25000014,25000014,B
25,3,25000003,25000019,25000019,B
25,4,25000004,25000018,25000018,A
25,5,25000005,25000017,25000017,B
25,6,25000006,25000006,25000006,A
25,7,25000007,25000028,25000028,B
25,8,25000008,25000027,25000027,A
25,9,25000009,25000031,25000031,B
25,10,25000010,25000012,25000012,A
25,11,25000011,25000002,25000002,B
25,12,25000012,25000008,25000008,B
25,13,25000013,25000025,25000025,B
25,14,25000014,25000029,25000029,B
25,15,25000015,25000011,25000011,B
25,16,25000016,25000026,25000026,B
25,17,25000017,25000020,25000020,B
25,18,25000018,25000024,25000024,A
25,19,25000019,25000021,25000021,A
25,20,25000020,25000016,25000016,B
25,21,25000021,25000010,25000010,B
25,22,25000022,25000003,25000003,A
25,23,25000023,25000001,25000001,B
25,24,25000024,25000023,25000023,B
25,25,25000025,25000000,25000000,A
25,26,25000026,25000015,25000015,A
25,27,25000027,25000007,25000007,B
25,28,25000028,25000022,25000022,B
25,29,25000029,25000009,25000009,A
25,30,25000030,25000032,25000032,B
25,31,25000031,25000013,25000013,B
25,32,25000032,25000004,25000004,B
26,0,26000000,26000013,26000013,B
26,1,26000001,26000002,26000002,B
26,2,26000002,26000012,26000012,A
26,3,26000003,26000003,26000003,A
26,4,26000004,26000025,26000025,B
26,5,26000005,26000023,26000023,B
26,6,26000006,26000000,26000000,A
26,7,26000007,26000007,26000007,B
26,8,26000008,26000028,26000028,B
26,9,26000009,26000011,26000011,B
26,10,26000010,26000006,26000006,A
26,11,26000011,26000004,26000004,B
26,12,26000012,26000001,26000001,B
26,13,26000013,26000018,26000018,A
26,14,26000014,26000021,26000021,A
26,15,26000015,26000009,26000009,A
26,16,26000016,26000031,26000031,B
26,17,26000017,26000027,26000027,A
26,18,26000018,26000022,26000022,B
26,19,26000019,26000032,26000032,B
26,20,26000020,26000024,26000024,A
26,21,26000021,26000019,26000019,B
26,22,26000022,26000029,26000029,B
26,23,26000023,26000005,26000005,B
26,24,26000024,26000016,26000016,B
26,25,26000025,26000017,26000017,B
26,26,26000026,26000020,26000020,B
26,27,26000027,26000015,26000015,A
26,28,26000028,26000008,26000008,B
26,29,26000029,26000030,26000030,A
26,30,26000030,26000026,26000026,B
26,31,26000031,26000014,26000014,B
26,32,26000032,26000010,26000010,B
27,0,27000000,27000006,27000006,A
27,1,27000001,27000019,27000019,B
27,2,27000002,27000023,27000023,B
27,3,27000003,27000021,27000021,A
27,4,27000004,27000017,27000017,B
27,5,27000005,27000029,27000029,B
27,6,27000006,27000025,27000025,B
27,7,27000007,27000014,27000014,B
27,8,27000008,27000030,27000030,A
27,9,27000009,27000031,27000031,B
27,10,27000010,27000015,27000015,A
27,11,27000011,27000024,27000024,A
27,12,27000012,27000027,27000027,A
27,13,27000013,27000032,27000032,B
27,14,27000014,27000005,27000005,B
27,15,27000015,27000008,27000008,B
27,16,27000016,27000020,27000020,B
27,17,27000017,27000004,27000004,B
27,18,27000018,27000016,27000016,B
27,19,27000019,27000018,27000018,A
27,20,27000020,27000003,27000003,A
27,21,27000021,27000010,27000010,B
27,22,27000022,27000009,27000009,A
27,23,27000023,27000013,27000013,B
27,24,27000024,27000002,27000002,B
27,25,27000025,27000011,27000011,B
27,26,27000026,27000012,27000012,A
27,27,27000027,27000000,27000000,A
27,28,27000028,27000028,27000028,B
27,29,27000029,27000007,27000007,B
27,30,27000030,27000026,27000026,B
27,31,27000031,27000001,27000001,B
27,32,27000032,27000022,27000022,B
28,0,28000000,28000002,28000002,B
28,1,28000001,28000012,28000012,A
28,2,28000002,28000006,28000006,A
28,3,28000003,28000028,28000028,B
28,4,28000004,28000014,28000014,B
28,5,28000005,28000017,28000017,B
28,6,28000006,28000029,28000029,B
28,7,28000007,28000026,28000026,B
28,8,28000008,28000025,28000025,B
28,9,28000009,28000005,28000005,B
28,10,28000010,28000007,28000007,B
28,11,28000011,28000032,28000032,B
28,12,28000012,28000022,28000022,B
28,13,28000013,28000015,28000015,A
28,14,28000014,28000020,28000020,B
28,15,28000015,28000000,28000000,A
28,16,28000016,28000019,28000019,B
28,17,28000017,28000003,28000003,A
28,18,28000018,28000030,28000030,A
28,19,28000019,28000011,28000011,B
28,20,28000020,28000024,28000024,A
28,21,28000021,28000016,28000016,B
28,22,28000022,28000001,28000001,B
28,23,28000023,28000018,28000018,A
28,24,28000024,28000031,28000031,B
28,25,28000025,28000013,28000013,B
28,26,28000026,28000009,28000009,A
28,27,28000027,28000004,28000004,B
28,28,28000028,28000027,28000027,A
28,29,28000029,28000010,28000010,B
28,30,28000030,28000023,28000023,B
28,31,28000031,28000008,28000008,B
28,32,28000032,28000021,28000021,A
29,0,29000000,29000012,29000012,A
29,1,29000001,29000010,29000010,B
29,2,29000002,29000015,29000015,A
29,3,29000003,29000024,29000024,A
29,4,29000004,29000004,29000004,B
29,5,29000005,29000028,29000028,B
29,6,29000006,29000001,29000001,B
29,7,29000007,29000014,29000014,B
29,8,29000008,29000031,29000031,B
29,9,29000009,29000018,29000018,A
29,10,29000010,29000022,29000022,B
29,11,29000011,29000019,29000019,B
29,12,29000012,29000032,29000032,B
29,13,29000013,29000006,29000006,A
29,14,29000014,29000027,29000027,A
29,15,29000015,29000026,29000026,B
29,16,29000016,29000023,29000023,B
29,17,29000017,29000017,29000017,B
29,18,29000018,29000011,29000011,B
29,19,29000019,29000013,29000013,B
29,20,29000020,29000008,29000008,B
29,21,29000021,29000007,29000007,B
29,22,29000022,29000005,29000005,B
29,23,29000023,29000020,29000020,B
29,24,29000024,29000016,29000016,B
29,25,29000025,29000030,29000030,A
29,26,29000026,29000002,29000002,B
29,27,29000027,29000009,29000009,A
29,28,29000028,29000029,29000029,B
29,29,29000029,29000025,29000025,B
29,30,29000030,29000000,29000000,A
29,31,29000031,29000003,29000003,A
29,32,29000032,29000021,29000021,A
30,0,30000000,30000007,30000007,B
30,1,30000001,30000026,30000026,B
30,2,30000002,30000015,30000015,A
30,3,30000003,30000022,30000022,B
30,4,30000004,30000030,30000030,A
30,5,30000005,30000029,30000029,B
30,6,30000006,30000024,30000024,A
30,7,30000007,30000000,30000000,A
30,8,30000008,30000010,30000010,B
30,9,30000009,30000018,30000018,A
30,10,30000010,30000032,30000032,B
30,11,30000011,30000017,30000017,B
30,12,30000012,30000008,30000008,B
30,13,30000013,30000027,30000027,A
30,14,30000014,30000006,30000006,A
30,15,30000015,30000031,30000031,B
30,16,30000016,30000001,30000001,B
30,17,30000017,30000004,30000004,B
30,18,30000018,30000023,30000023,B
30,19,30000019,30000013,30000013,B
30,20,30000020,30000012,30000012,A
30,21,30000021,30000009,30000009,A
30,22,30000022,30000019,30000019,B
30,23,30000023,30000028,30000028,B
30,24,30000024,30000021,30000021,A
30,25,30000025,30000003,30000003,A
30,26,30000026,30000025,30000025,B
30,27,30000027,30000016,30000016,B
30,28,30000028,30000014,30000014,B
30,29,30000029,30000011,30000011,B
30,30,30000030,30000020,30000020,B
30,31,30000031,30000002,30000002,B
30,32,30000032,30000005,30000005,B
31,0,31000000,31000015,31000015,A
31,1,31000001,31000000,31000000,A
31,2,31000002,31000031,31000031,B
31,3,31000003,31000020,31000020,B
31,4,31000004,31000013,31000013,B
31,5,31000005,31000016,31000016,B
31,6,31000006,31000012,31000012,A
31,7,31000007,31000025,31000025,B
31,8,31000008,31000028,31000028,B
31,9,31000009,31000006,31000006,A
31,10,31000010,31000030,31000030,A
31,11,31000011,31000007,31000007,B
31,12,31000012,31000004,31000004,B
31,13,31000013,31000021,31000021,A
31,14,31000014,31000009,31000009,A
31,15,31000015,31000017,31000017,B
31,16,31000016,31000008,31000008,B
31,17,31000017,31000010,31000010,B
31,18,31000018,31000029,31000029,B
31,19,31000019,31000018,31000018,A
31,20,31000020,31000005,31000005,B
31,21,31000021,31000019,31000019,B
31,22,31000022,31000001,31000001,B
31,23,31000023,31000032,31000032,B
31,24,31000024,31000014,31000014,B
31,25,31000025,31000022,31000022,B
31,26,31000026,31000011,31000011,B
31,27,31000027,31000002,31000002,B
31,28,31000028,31000003,31000003,A
31,29,31000029,31000023,31000023,B
31,30,31000030,31000024,31000024,A
31,31,31000031,31000027,31000027,A
31,32,31000032,31000026,31000026,B
