scenario,seed,npu,position_1based,request_id,profile,total_input_K,NQL,category
full,7,14,33,14000032,P13,128,256,LS
full,7,14,34,14000033,P17,160,256,LS
full,7,14,35,14000034,P10,80,1024,SL
full,7,14,36,14000035,P20,160,4096,LL
full,7,14,37,14000036,P05,64,256,SS
full,7,14,38,14000037,P01,32,256,SS
full,7,14,39,14000038,P17,160,256,LS
full,7,14,40,14000039,P14,128,1024,LL
full,7,14,41,14000040,P09,80,256,SS
full,7,14,42,14000041,P23,200,2048,LL
full,7,15,1,15000000,P01,32,256,SS
full,7,15,2,15000001,P17,160,256,LS
full,7,15,3,15000002,P07,64,2048,SL
full,7,15,4,15000003,P17,160,256,LS
full,7,15,5,15000004,P18,160,1024,LL
full,7,15,6,15000005,P16,128,4096,LL
full,7,15,7,15000006,P01,32,256,SS
full,7,15,8,15000007,P19,160,2048,LL
full,7,15,9,15000008,P05,64,256,SS
full,7,15,10,15000009,P23,200,2048,LL
full,7,15,11,15000010,P13,128,256,LS
full,7,15,12,15000011,P21,200,256,LS
full,7,15,13,15000012,P06,64,1024,SL
full,7,15,14,15000013,P05,64,256,SS
full,7,15,15,15000014,P09,80,256,SS
full,7,15,16,15000015,P13,128,256,LS
full,7,15,17,15000016,P01,32,256,SS
full,7,15,18,15000017,P21,200,256,LS
full,7,15,19,15000018,P10,80,1024,SL
full,7,15,20,15000019,P10,80,1024,SL
full,7,15,21,15000020,P20,160,4096,LL
full,7,15,22,15000021,P05,64,256,SS
full,7,15,23,15000022,P13,128,256,LS
full,7,15,24,15000023,P14,128,1024,LL
full,7,15,25,15000024,P22,200,1024,LL
full,7,15,26,15000025,P02,32,1024,SL
full,7,15,27,15000026,P02,32,1024,SL
full,7,15,28,15000027,P09,80,256,SS
full,7,15,29,15000028,P18,160,1024,LL
full,7,15,30,15000029,P08,64,4096,SL
full,7,15,31,15000030,P21,200,256,LS
full,7,15,32,15000031,P15,128,2048,LL
full,7,15,33,15000032,P14,128,1024,LL
full,7,15,34,15000033,P11,80,2048,SL
full,7,15,35,15000034,P12,80,4096,SL
full,7,15,36,15000035,P09,80,256,SS
full,7,15,37,15000036,P04,32,4096,SL
full,7,15,38,15000037,P06,64,1024,SL
full,7,15,39,15000038,P22,200,1024,LL
full,7,15,40,15000039,P24,200,4096,LL
full,7,15,41,15000040,P17,160,256,LS
full,7,15,42,15000041,P03,32,2048,SL
full,7,16,1,16000000,P09,80,256,SS
full,7,16,2,16000001,P18,160,1024,LL
full,7,16,3,16000002,P13,128,256,LS
full,7,16,4,16000003,P10,80,1024,SL
full,7,16,5,16000004,P01,32,256,SS
full,7,16,6,16000005,P05,64,256,SS
full,7,16,7,16000006,P07,64,2048,SL
full,7,16,8,16000007,P02,32,1024,SL
full,7,16,9,16000008,P09,80,256,SS
full,7,16,10,16000009,P17,160,256,LS
full,7,16,11,16000010,P23,200,2048,LL
full,7,16,12,16000011,P22,200,1024,LL
full,7,16,13,16000012,P06,64,1024,SL
full,7,16,14,16000013,P17,160,256,LS
full,7,16,15,16000014,P03,32,2048,SL
full,7,16,16,16000015,P01,32,256,SS
full,7,16,17,16000016,P06,64,1024,SL
full,7,16,18,16000017,P17,160,256,LS
full,7,16,19,16000018,P14,128,1024,LL
full,7,16,20,16000019,P14,128,1024,LL
full,7,16,21,16000020,P22,200,1024,LL
full,7,16,22,16000021,P16,128,4096,LL
full,7,16,23,16000022,P15,128,2048,LL
full,7,16,24,16000023,P11,80,2048,SL
full,7,16,25,16000024,P21,200,256,LS
full,7,16,26,16000025,P04,32,4096,SL
full,7,16,27,16000026,P01,32,256,SS
full,7,16,28,16000027,P13,128,256,LS
full,7,16,29,16000028,P05,64,256,SS
full,7,16,30,16000029,P08,64,4096,SL
full,7,16,31,16000030,P21,200,256,LS
full,7,16,32,16000031,P18,160,1024,LL
full,7,16,33,16000032,P10,80,1024,SL
full,7,16,34,16000033,P20,160,4096,LL
full,7,16,35,16000034,P13,128,256,LS
full,7,16,36,16000035,P24,200,4096,LL
full,7,16,37,16000036,P09,80,256,SS
full,7,16,38,16000037,P21,200,256,LS
full,7,16,39,16000038,P05,64,256,SS
full,7,16,40,16000039,P12,80,4096,SL
full,7,16,41,16000040,P02,32,1024,SL
full,7,16,42,16000041,P19,160,2048,LL
full,7,17,1,17000000,P10,80,1024,SL
full,7,17,2,17000001,P01,32,256,SS
full,7,17,3,17000002,P03,32,2048,SL
full,7,17,4,17000003,P20,160,4096,LL
full,7,17,5,17000004,P05,64,256,SS
full,7,17,6,17000005,P10,80,1024,SL
full,7,17,7,17000006,P04,32,4096,SL
full,7,17,8,17000007,P09,80,256,SS
full,7,17,9,17000008,P21,200,256,LS
full,7,17,10,17000009,P22,200,1024,LL
full,7,17,11,17000010,P02,32,1024,SL
full,7,17,12,17000011,P07,64,2048,SL
full,7,17,13,17000012,P06,64,1024,SL
full,7,17,14,17000013,P21,200,256,LS
full,7,17,15,17000014,P21,200,256,LS
full,7,17,16,17000015,P05,64,256,SS
full,7,17,17,17000016,P18,160,1024,LL
full,7,17,18,17000017,P01,32,256,SS
full,7,17,19,17000018,P06,64,1024,SL
full,7,17,20,17000019,P09,80,256,SS
full,7,17,21,17000020,P17,160,256,LS
full,7,17,22,17000021,P13,128,256,LS
full,7,17,23,17000022,P14,128,1024,LL
full,7,17,24,17000023,P12,80,4096,SL
full,7,17,25,17000024,P13,128,256,LS
full,7,17,26,17000025,P18,160,1024,LL
full,7,17,27,17000026,P15,128,2048,LL
full,7,17,28,17000027,P01,32,256,SS
full,7,17,29,17000028,P08,64,4096,SL
full,7,17,30,17000029,P24,200,4096,LL
full,7,17,31,17000030,P19,160,2048,LL
full,7,17,32,17000031,P02,32,1024,SL
full,7,17,33,17000032,P16,128,4096,LL
full,7,17,34,17000033,P05,64,256,SS
full,7,17,35,17000034,P23,200,2048,LL
full,7,17,36,17000035,P22,200,1024,LL
full,7,17,37,17000036,P09,80,256,SS
full,7,17,38,17000037,P17,160,256,LS
full,7,17,39,17000038,P17,160,256,LS
full,7,17,40,17000039,P11,80,2048,SL
full,7,17,41,17000040,P13,128,256,LS
full,7,17,42,17000041,P14,128,1024,LL
full,7,18,1,18000000,P04,32,4096,SL
full,7,18,2,18000001,P09,80,256,SS
full,7,18,3,18000002,P06,64,1024,SL
full,7,18,4,18000003,P05,64,256,SS
full,7,18,5,18000004,P09,80,256,SS
full,7,18,6,18000005,P11,80,2048,SL
full,7,18,7,18000006,P14,128,1024,LL
full,7,18,8,18000007,P05,64,256,SS
full,7,18,9,18000008,P10,80,1024,SL
full,7,18,10,18000009,P10,80,1024,SL
full,7,18,11,18000010,P16,128,4096,LL
full,7,18,12,18000011,P13,128,256,LS
full,7,18,13,18000012,P05,64,256,SS
full,7,18,14,18000013,P15,128,2048,LL
full,7,18,15,18000014,P18,160,1024,LL
full,7,18,16,18000015,P13,128,256,LS
full,7,18,17,18000016,P02,32,1024,SL
full,7,18,18,18000017,P01,32,256,SS
full,7,18,19,18000018,P03,32,2048,SL
full,7,18,20,18000019,P21,200,256,LS
full,7,18,21,18000020,P22,200,1024,LL
full,7,18,22,18000021,P14,128,1024,LL
full,7,18,23,18000022,P23,200,2048,LL
full,7,18,24,18000023,P20,160,4096,LL
full,7,18,25,18000024,P09,80,256,SS
full,7,18,26,18000025,P17,160,256,LS
full,7,18,27,18000026,P17,160,256,LS
full,7,18,28,18000027,P21,200,256,LS
full,7,18,29,18000028,P13,128,256,LS
full,7,18,30,18000029,P07,64,2048,SL
full,7,18,31,18000030,P19,160,2048,LL
full,7,18,32,18000031,P02,32,1024,SL
full,7,18,33,18000032,P01,32,256,SS
full,7,18,34,18000033,P01,32,256,SS
full,7,18,35,18000034,P18,160,1024,LL
full,7,18,36,18000035,P24,200,4096,LL
full,7,18,37,18000036,P21,200,256,LS
full,7,18,38,18000037,P06,64,1024,SL
full,7,18,39,18000038,P17,160,256,LS
full,7,18,40,18000039,P12,80,4096,SL
full,7,18,41,18000040,P08,64,4096,SL
full,7,18,42,18000041,P22,200,1024,LL
full,7,19,1,19000000,P10,80,1024,SL
full,7,19,2,19000001,P20,160,4096,LL
full,7,19,3,19000002,P09,80,256,SS
full,7,19,4,19000003,P21,200,256,LS
full,7,19,5,19000004,P04,32,4096,SL
full,7,19,6,19000005,P05,64,256,SS
full,7,19,7,19000006,P10,80,1024,SL
full,7,19,8,19000007,P03,32,2048,SL
full,7,19,9,19000008,P15,128,2048,LL
full,7,19,10,19000009,P22,200,1024,LL
full,7,19,11,19000010,P11,80,2048,SL
full,7,19,12,19000011,P18,160,1024,LL
full,7,19,13,19000012,P07,64,2048,SL
full,7,19,14,19000013,P09,80,256,SS
full,7,19,15,19000014,P17,160,256,LS
full,7,19,16,19000015,P13,128,256,LS
full,7,19,17,19000016,P17,160,256,LS
full,7,19,18,19000017,P16,128,4096,LL
full,7,19,19,19000018,P09,80,256,SS
full,7,19,20,19000019,P02,32,1024,SL
full,7,19,21,19000020,P01,32,256,SS
full,7,19,22,19000021,P06,64,1024,SL
full,7,19,23,19000022,P05,64,256,SS
full,7,19,24,19000023,P05,64,256,SS
full,7,19,25,19000024,P13,128,256,LS
full,7,19,26,19000025,P19,160,2048,LL
full,7,19,27,19000026,P13,128,256,LS
full,7,19,28,19000027,P08,64,4096,SL
full,7,19,29,19000028,P24,200,4096,LL
full,7,19,30,19000029,P21,200,256,LS
full,7,19,31,19000030,P17,160,256,LS
full,7,19,32,19000031,P22,200,1024,LL
full,7,19,33,19000032,P01,32,256,SS
full,7,19,34,19000033,P21,200,256,LS
full,7,19,35,19000034,P18,160,1024,LL
full,7,19,36,19000035,P23,200,2048,LL
full,7,19,37,19000036,P06,64,1024,SL
full,7,19,38,19000037,P14,128,1024,LL
full,7,19,39,19000038,P14,128,1024,LL
full,7,19,40,19000039,P12,80,4096,SL
full,7,19,41,19000040,P01,32,256,SS
full,7,19,42,19000041,P02,32,1024,SL
full,7,20,1,20000000,P06,64,1024,SL
full,7,20,2,20000001,P17,160,256,LS
full,7,20,3,20000002,P13,128,256,LS
full,7,20,4,20000003,P19,160,2048,LL
full,7,20,5,20000004,P05,64,256,SS
full,7,20,6,20000005,P13,128,256,LS
full,7,20,7,20000006,P02,32,1024,SL
full,7,20,8,20000007,P18,160,1024,LL
full,7,20,9,20000008,P09,80,256,SS
full,7,20,10,20000009,P04,32,4096,SL
full,7,20,11,20000010,P02,32,1024,SL
full,7,20,12,20000011,P01,32,256,SS
full,7,20,13,20000012,P01,32,256,SS
full,7,20,14,20000013,P09,80,256,SS
full,7,20,15,20000014,P06,64,1024,SL
full,7,20,16,20000015,P10,80,1024,SL
full,7,20,17,20000016,P13,128,256,LS
full,7,20,18,20000017,P03,32,2048,SL
full,7,20,19,20000018,P24,200,4096,LL
full,7,20,20,20000019,P07,64,2048,SL
full,7,20,21,20000020,P17,160,256,LS
full,7,20,22,20000021,P10,80,1024,SL
full,7,20,23,20000022,P14,128,1024,LL
full,7,20,24,20000023,P21,200,256,LS
full,7,20,25,20000024,P14,128,1024,LL
full,7,20,26,20000025,P12,80,4096,SL
full,7,20,27,20000026,P23,200,2048,LL
full,7,20,28,20000027,P21,200,256,LS
full,7,20,29,20000028,P21,200,256,LS
full,7,20,30,20000029,P11,80,2048,SL
full,7,20,31,20000030,P22,200,1024,LL
full,7,20,32,20000031,P09,80,256,SS
full,7,20,33,20000032,P18,160,1024,LL
full,7,20,34,20000033,P01,32,256,SS
full,7,20,35,20000034,P05,64,256,SS
full,7,20,36,20000035,P22,200,1024,LL
full,7,20,37,20000036,P15,128,2048,LL
full,7,20,38,20000037,P16,128,4096,LL
full,7,20,39,20000038,P17,160,256,LS
full,7,20,40,20000039,P08,64,4096,SL
full,7,20,41,20000040,P05,64,256,SS
full,7,20,42,20000041,P20,160,4096,LL
full,7,21,1,21000000,P09,80,256,SS
full,7,21,2,21000001,P17,160,256,LS
full,7,21,3,21000002,P17,160,256,LS
full,7,21,4,21000003,P12,80,4096,SL
full,7,21,5,21000004,P08,64,4096,SL
full,7,21,6,21000005,P11,80,2048,SL
full,7,21,7,21000006,P02,32,1024,SL
full,7,21,8,21000007,P13,128,256,LS
full,7,21,9,21000008,P06,64,1024,SL
full,7,21,10,21000009,P21,200,256,LS
full,7,21,11,21000010,P01,32,256,SS
full,7,21,12,21000011,P20,160,4096,LL
full,7,21,13,21000012,P04,32,4096,SL
full,7,21,14,21000013,P06,64,1024,SL
full,7,21,15,21000014,P09,80,256,SS
full,7,21,16,21000015,P18,160,1024,LL
full,7,21,17,21000016,P15,128,2048,LL
full,7,21,18,21000017,P02,32,1024,SL
full,7,21,19,21000018,P23,200,2048,LL
full,7,21,20,21000019,P24,200,4096,LL
full,7,21,21,21000020,P18,160,1024,LL
full,7,21,22,21000021,P05,64,256,SS
full,7,21,23,21000022,P01,32,256,SS
full,7,21,24,21000023,P05,64,256,SS
full,7,21,25,21000024,P01,32,256,SS
full,7,21,26,21000025,P16,128,4096,LL
full,7,21,27,21000026,P22,200,1024,LL
full,7,21,28,21000027,P10,80,1024,SL
full,7,21,29,21000028,P13,128,256,LS
full,7,21,30,21000029,P21,200,256,LS
full,7,21,31,21000030,P09,80,256,SS
full,7,21,32,21000031,P22,200,1024,LL
full,7,21,33,21000032,P14,128,1024,LL
full,7,21,34,21000033,P17,160,256,LS
full,7,21,35,21000034,P05,64,256,SS
full,7,21,36,21000035,P21,200,256,LS
full,7,21,37,21000036,P14,128,1024,LL
full,7,21,38,21000037,P13,128,256,LS
full,7,21,39,21000038,P03,32,2048,SL
full,7,21,40,21000039,P19,160,2048,LL
full,7,21,41,21000040,P10,80,1024,SL
full,7,21,42,21000041,P07,64,2048,SL
full,7,22,1,22000000,P07,64,2048,SL
full,7,22,2,22000001,P22,200,1024,LL
full,7,22,3,22000002,P09,80,256,SS
full,7,22,4,22000003,P14,128,1024,LL
full,7,22,5,22000004,P21,200,256,LS
full,7,22,6,22000005,P13,128,256,LS
full,7,22,7,22000006,P08,64,4096,SL
full,7,22,8,22000007,P09,80,256,SS
full,7,22,9,22000008,P12,80,4096,SL
full,7,22,10,22000009,P14,128,1024,LL
full,7,22,11,22000010,P18,160,1024,LL
full,7,22,12,22000011,P17,160,256,LS
full,7,22,13,22000012,P19,160,2048,LL
full,7,22,14,22000013,P01,32,256,SS
full,7,22,15,22000014,P17,160,256,LS
full,7,22,16,22000015,P11,80,2048,SL
full,7,22,17,22000016,P06,64,1024,SL
full,7,22,18,22000017,P21,200,256,LS
full,7,22,19,22000018,P16,128,4096,LL
full,7,22,20,22000019,P05,64,256,SS
full,7,22,21,22000020,P02,32,1024,SL
full,7,22,22,22000021,P06,64,1024,SL
full,7,22,23,22000022,P23,200,2048,LL
full,7,22,24,22000023,P24,200,4096,LL
full,7,22,25,22000024,P13,128,256,LS
full,7,22,26,22000025,P13,128,256,LS
full,7,22,27,22000026,P22,200,1024,LL
full,7,22,28,22000027,P04,32,4096,SL
full,7,22,29,22000028,P17,160,256,LS
full,7,22,30,22000029,P03,32,2048,SL
full,7,22,31,22000030,P15,128,2048,LL
full,7,22,32,22000031,P05,64,256,SS
full,7,22,33,22000032,P01,32,256,SS
full,7,22,34,22000033,P01,32,256,SS
full,7,22,35,22000034,P20,160,4096,LL
full,7,22,36,22000035,P10,80,1024,SL
full,7,22,37,22000036,P18,160,1024,LL
full,7,22,38,22000037,P05,64,256,SS
full,7,22,39,22000038,P09,80,256,SS
full,7,22,40,22000039,P21,200,256,LS
full,7,22,41,22000040,P10,80,1024,SL
full,7,22,42,22000041,P02,32,1024,SL
full,7,23,1,23000000,P01,32,256,SS
full,7,23,2,23000001,P20,160,4096,LL
full,7,23,3,23000002,P07,64,2048,SL
full,7,23,4,23000003,P01,32,256,SS
full,7,23,5,23000004,P09,80,256,SS
full,7,23,6,23000005,P01,32,256,SS
full,7,23,7,23000006,P13,128,256,LS
full,7,23,8,23000007,P04,32,4096,SL
full,7,23,9,23000008,P23,200,2048,LL
full,7,23,10,23000009,P02,32,1024,SL
full,7,23,11,23000010,P17,160,256,LS
full,7,23,12,23000011,P16,128,4096,LL
full,7,23,13,23000012,P11,80,2048,SL
full,7,23,14,23000013,P15,128,2048,LL
full,7,23,15,23000014,P05,64,256,SS
full,7,23,16,23000015,P02,32,1024,SL
full,7,23,17,23000016,P09,80,256,SS
full,7,23,18,23000017,P21,200,256,LS
full,7,23,19,23000018,P17,160,256,LS
full,7,23,20,23000019,P18,160,1024,LL
full,7,23,21,23000020,P05,64,256,SS
full,7,23,22,23000021,P09,80,256,SS
full,7,23,23,23000022,P12,80,4096,SL
full,7,23,24,23000023,P03,32,2048,SL
full,7,23,25,23000024,P21,200,256,LS
full,7,23,26,23000025,P22,200,1024,LL
full,7,23,27,23000026,P18,160,1024,LL
full,7,23,28,23000027,P10,80,1024,SL
full,7,23,29,23000028,P22,200,1024,LL
full,7,23,30,23000029,P13,128,256,LS
full,7,23,31,23000030,P24,200,4096,LL
full,7,23,32,23000031,P10,80,1024,SL
full,7,23,33,23000032,P06,64,1024,SL
full,7,23,34,23000033,P13,128,256,LS
full,7,23,35,23000034,P06,64,1024,SL
full,7,23,36,23000035,P08,64,4096,SL
full,7,23,37,23000036,P14,128,1024,LL
full,7,23,38,23000037,P19,160,2048,LL
full,7,23,39,23000038,P05,64,256,SS
full,7,23,40,23000039,P17,160,256,LS
full,7,23,41,23000040,P14,128,1024,LL
full,7,23,42,23000041,P21,200,256,LS
full,7,24,1,24000000,P11,80,2048,SL
full,7,24,2,24000001,P17,160,256,LS
full,7,24,3,24000002,P20,160,4096,LL
full,7,24,4,24000003,P12,80,4096,SL
full,7,24,5,24000004,P14,128,1024,LL
full,7,24,6,24000005,P19,160,2048,LL
full,7,24,7,24000006,P13,128,256,LS
full,7,24,8,24000007,P09,80,256,SS
full,7,24,9,24000008,P13,128,256,LS
full,7,24,10,24000009,P05,64,256,SS
full,7,24,11,24000010,P17,160,256,LS
full,7,24,12,24000011,P13,128,256,LS
full,7,24,13,24000012,P10,80,1024,SL
full,7,24,14,24000013,P01,32,256,SS
full,7,24,15,24000014,P18,160,1024,LL
full,7,24,16,24000015,P14,128,1024,LL
full,7,24,17,24000016,P15,128,2048,LL
full,7,24,18,24000017,P23,200,2048,LL
full,7,24,19,24000018,P24,200,4096,LL
full,7,24,20,24000019,P02,32,1024,SL
full,7,24,21,24000020,P01,32,256,SS
full,7,24,22,24000021,P01,32,256,SS
full,7,24,23,24000022,P21,200,256,LS
full,7,24,24,24000023,P05,64,256,SS
full,7,24,25,24000024,P16,128,4096,LL
full,7,24,26,24000025,P03,32,2048,SL
full,7,24,27,24000026,P06,64,1024,SL
full,7,24,28,24000027,P09,80,256,SS
full,7,24,29,24000028,P07,64,2048,SL
full,7,24,30,24000029,P22,200,1024,LL
full,7,24,31,24000030,P21,200,256,LS
full,7,24,32,24000031,P17,160,256,LS
full,7,24,33,24000032,P04,32,4096,SL
full,7,24,34,24000033,P10,80,1024,SL
full,7,24,35,24000034,P06,64,1024,SL
full,7,24,36,24000035,P02,32,1024,SL
full,7,24,37,24000036,P18,160,1024,LL
full,7,24,38,24000037,P08,64,4096,SL
full,7,24,39,24000038,P21,200,256,LS
full,7,24,40,24000039,P22,200,1024,LL
full,7,24,41,24000040,P09,80,256,SS
full,7,24,42,24000041,P05,64,256,SS
full,7,25,1,25000000,P01,32,256,SS
full,7,25,2,25000001,P13,128,256,LS
full,7,25,3,25000002,P15,128,2048,LL
full,7,25,4,25000003,P21,200,256,LS
full,7,25,5,25000004,P16,128,4096,LL
full,7,25,6,25000005,P08,64,4096,SL
full,7,25,7,25000006,P20,160,4096,LL
full,7,25,8,25000007,P10,80,1024,SL
full,7,25,9,25000008,P06,64,1024,SL
full,7,25,10,25000009,P14,128,1024,LL
full,7,25,11,25000010,P05,64,256,SS
full,7,25,12,25000011,P18,160,1024,LL
full,7,25,13,25000012,P05,64,256,SS
full,7,25,14,25000013,P22,200,1024,LL
full,7,25,15,25000014,P11,80,2048,SL
full,7,25,16,25000015,P07,64,2048,SL
full,7,25,17,25000016,P09,80,256,SS
full,7,25,18,25000017,P01,32,256,SS
full,7,25,19,25000018,P06,64,1024,SL
full,7,25,20,25000019,P24,200,4096,LL
full,7,25,21,25000020,P17,160,256,LS
full,7,25,22,25000021,P05,64,256,SS
full,7,25,23,25000022,P18,160,1024,LL
full,7,25,24,25000023,P13,128,256,LS
full,7,25,25,25000024,P09,80,256,SS
full,7,25,26,25000025,P09,80,256,SS
full,7,25,27,25000026,P21,200,256,LS
full,7,25,28,25000027,P17,160,256,LS
full,7,25,29,25000028,P23,200,2048,LL
full,7,25,30,25000029,P12,80,4096,SL
full,7,25,31,25000030,P10,80,1024,SL
full,7,25,32,25000031,P14,128,1024,LL
full,7,25,33,25000032,P21,200,256,LS
full,7,25,34,25000033,P17,160,256,LS
full,7,25,35,25000034,P19,160,2048,LL
full,7,25,36,25000035,P02,32,1024,SL
full,7,25,37,25000036,P03,32,2048,SL
full,7,25,38,25000037,P02,32,1024,SL
full,7,25,39,25000038,P01,32,256,SS
full,7,25,40,25000039,P13,128,256,LS
full,7,25,41,25000040,P22,200,1024,LL
full,7,25,42,25000041,P04,32,4096,SL
full,7,26,1,26000000,P22,200,1024,LL
full,7,26,2,26000001,P14,128,1024,LL
full,7,26,3,26000002,P15,128,2048,LL
full,7,26,4,26000003,P13,128,256,LS
full,7,26,5,26000004,P03,32,2048,SL
full,7,26,6,26000005,P01,32,256,SS
full,7,26,7,26000006,P08,64,4096,SL
full,7,26,8,26000007,P13,128,256,LS
full,7,26,9,26000008,P17,160,256,LS
full,7,26,10,26000009,P21,200,256,LS
full,7,26,11,26000010,P06,64,1024,SL
full,7,26,12,26000011,P02,32,1024,SL
full,7,26,13,26000012,P09,80,256,SS
full,7,26,14,26000013,P01,32,256,SS
full,7,26,15,26000014,P05,64,256,SS
full,7,26,16,26000015,P01,32,256,SS
full,7,26,17,26000016,P24,200,4096,LL
full,7,26,18,26000017,P06,64,1024,SL
full,7,26,19,26000018,P14,128,1024,LL
full,7,26,20,26000019,P21,200,256,LS
full,7,26,21,26000020,P23,200,2048,LL
full,7,26,22,26000021,P02,32,1024,SL
full,7,26,23,26000022,P18,160,1024,LL
full,7,26,24,26000023,P09,80,256,SS
full,7,26,25,26000024,P04,32,4096,SL
full,7,26,26,26000025,P05,64,256,SS
full,7,26,27,26000026,P11,80,2048,SL
full,7,26,28,26000027,P05,64,256,SS
full,7,26,29,26000028,P19,160,2048,LL
full,7,26,30,26000029,P09,80,256,SS
full,7,26,31,26000030,P18,160,1024,LL
full,7,26,32,26000031,P13,128,256,LS
full,7,26,33,26000032,P10,80,1024,SL
full,7,26,34,26000033,P21,200,256,LS
full,7,26,35,26000034,P07,64,2048,SL
full,7,26,36,26000035,P12,80,4096,SL
full,7,26,37,26000036,P17,160,256,LS
full,7,26,38,26000037,P10,80,1024,SL
full,7,26,39,26000038,P20,160,4096,LL
full,7,26,40,26000039,P22,200,1024,LL
full,7,26,41,26000040,P17,160,256,LS
full,7,26,42,26000041,P16,128,4096,LL
full,7,27,1,27000000,P10,80,1024,SL
full,7,27,2,27000001,P20,160,4096,LL
full,7,27,3,27000002,P09,80,256,SS
full,7,27,4,27000003,P12,80,4096,SL
full,7,27,5,27000004,P11,80,2048,SL
full,7,27,6,27000005,P22,200,1024,LL
full,7,27,7,27000006,P18,160,1024,LL
full,7,27,8,27000007,P05,64,256,SS
full,7,27,9,27000008,P09,80,256,SS
full,7,27,10,27000009,P24,200,4096,LL
full,7,27,11,27000010,P22,200,1024,LL
full,7,27,12,27000011,P05,64,256,SS
full,7,27,13,27000012,P19,160,2048,LL
full,7,27,14,27000013,P01,32,256,SS
full,7,27,15,27000014,P23,200,2048,LL
full,7,27,16,27000015,P03,32,2048,SL
full,7,27,17,27000016,P13,128,256,LS
full,7,27,18,27000017,P01,32,256,SS
full,7,27,19,27000018,P10,80,1024,SL
full,7,27,20,27000019,P21,200,256,LS
full,7,27,21,27000020,P17,160,256,LS
full,7,27,22,27000021,P16,128,4096,LL
full,7,27,23,27000022,P06,64,1024,SL
full,7,27,24,27000023,P07,64,2048,SL
full,7,27,25,27000024,P17,160,256,LS
full,7,27,26,27000025,P14,128,1024,LL
full,7,27,27,27000026,P15,128,2048,LL
full,7,27,28,27000027,P13,128,256,LS
full,7,27,29,27000028,P02,32,1024,SL
full,7,27,30,27000029,P06,64,1024,SL
full,7,27,31,27000030,P01,32,256,SS
full,7,27,32,27000031,P18,160,1024,LL
full,7,27,33,27000032,P21,200,256,LS
full,7,27,34,27000033,P05,64,256,SS
full,7,27,35,27000034,P02,32,1024,SL
full,7,27,36,27000035,P08,64,4096,SL
full,7,27,37,27000036,P14,128,1024,LL
full,7,27,38,27000037,P04,32,4096,SL
full,7,27,39,27000038,P09,80,256,SS
full,7,27,40,27000039,P17,160,256,LS
full,7,27,41,27000040,P13,128,256,LS
full,7,27,42,27000041,P21,200,256,LS
full,7,28,1,28000000,P01,32,256,SS
full,7,28,2,28000001,P13,128,256,LS
full,7,28,3,28000002,P23,200,2048,LL
full,7,28,4,28000003,P22,200,1024,LL
full,7,28,5,28000004,P18,160,1024,LL
full,7,28,6,28000005,P13,128,256,LS
full,7,28,7,28000006,P10,80,1024,SL
full,7,28,8,28000007,P02,32,1024,SL
full,7,28,9,28000008,P17,160,256,LS
full,7,28,10,28000009,P02,32,1024,SL
full,7,28,11,28000010,P05,64,256,SS
full,7,28,12,28000011,P09,80,256,SS
full,7,28,13,28000012,P21,200,256,LS
full,7,28,14,28000013,P17,160,256,LS
full,7,28,15,28000014,P15,128,2048,LL
full,7,28,16,28000015,P19,160,2048,LL
full,7,28,17,28000016,P22,200,1024,LL
full,7,28,18,28000017,P13,128,256,LS
full,7,28,19,28000018,P24,200,4096,LL
full,7,28,20,28000019,P01,32,256,SS
full,7,28,21,28000020,P05,64,256,SS
full,7,28,22,28000021,P16,128,4096,LL
full,7,28,23,28000022,P21,200,256,LS
full,7,28,24,28000023,P04,32,4096,SL
full,7,28,25,28000024,P20,160,4096,LL
full,7,28,26,28000025,P14,128,1024,LL
full,7,28,27,28000026,P12,80,4096,SL
full,7,28,28,28000027,P09,80,256,SS
full,7,28,29,28000028,P10,80,1024,SL
full,7,28,30,28000029,P21,200,256,LS
full,7,28,31,28000030,P09,80,256,SS
full,7,28,32,28000031,P14,128,1024,LL
full,7,28,33,28000032,P01,32,256,SS
full,7,28,34,28000033,P17,160,256,LS
full,7,28,35,28000034,P18,160,1024,LL
full,7,28,36,28000035,P11,80,2048,SL
full,7,28,37,28000036,P03,32,2048,SL
full,7,28,38,28000037,P06,64,1024,SL
full,7,28,39,28000038,P05,64,256,SS
full,7,28,40,28000039,P06,64,1024,SL
full,7,28,41,28000040,P08,64,4096,SL
full,7,28,42,28000041,P07,64,2048,SL
full,7,29,1,29000000,P03,32,2048,SL
full,7,29,2,29000001,P23,200,2048,LL
full,7,29,3,29000002,P20,160,4096,LL
full,7,29,4,29000003,P13,128,256,LS
full,7,29,5,29000004,P15,128,2048,LL
full,7,29,6,29000005,P19,160,2048,LL
full,7,29,7,29000006,P10,80,1024,SL
full,7,29,8,29000007,P01,32,256,SS
full,7,29,9,29000008,P17,160,256,LS
full,7,29,10,29000009,P05,64,256,SS
full,7,29,11,29000010,P18,160,1024,LL
full,7,29,12,29000011,P14,128,1024,LL
full,7,29,13,29000012,P24,200,4096,LL
full,7,29,14,29000013,P05,64,256,SS
full,7,29,15,29000014,P04,32,4096,SL
full,7,29,16,29000015,P09,80,256,SS
full,7,29,17,29000016,P01,32,256,SS
full,7,29,18,29000017,P22,200,1024,LL
full,7,29,19,29000018,P17,160,256,LS
full,7,29,20,29000019,P13,128,256,LS
